id,SMILES,QED,LogP,MolWt,HBA,HBD,TPSA,NumRotBonds,IE,Concentration_mM,N_count,S_count,O_count,P_count,dipole_moment,HOMO,LUMO,HOMO-LUMO Gap,Ionization Potential,Electron Affinity,Electronegativity,Hardness,Softness,Electrophilicity,Electron Donor Capacity,Electron Acceptor Capacity,vdw_volume,vdw_surface_area,Category
1046,[Br-].c1ccc(CCn2cc[n+](CCc3ccccc3)c2)cc1,0.560220765,0.265,357.295,1,0,8.81,6,0.863,0.05,2,0,0,0,,,,,,,,,,,,,,,other
1047,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.395512834,0.5519,223.257,3,3,87.71,3,0.813,0.05,3,1,2,0,4.1448,-0.20991,-0.08195,0.12796,0.20991,0.08195,0.14593,0.06398,15.62988434,0.166423608,0.344343608,0.052483608,1542.213,1541.149596,other
1048,NC(=S)N/N=C\c1ccc(C(=O)O)cc1,0.395512834,0.5519,223.257,3,3,87.71,3,0.813,0.05,3,1,2,0,4.1448,-0.20991,-0.08195,0.12796,0.20991,0.08195,0.14593,0.06398,15.62988434,0.166423608,0.344343608,0.052483608,1542.213,1541.149596,other
1049,Nc1ccc(S(N)(=O)=O)cc1,0.580550982,-0.0838,172.209,3,2,86.18,1,0.8208,0.05,2,1,2,0,5.6607,-0.22165,-0.01672,0.20493,0.22165,0.01672,0.119185,0.102465,9.759430049,0.069316665,0.239734165,0.001364165,1244.295,,other
1050,Nc1ccc2sc3ccc(N)cc3c2c1,0.564415058,3.2189,214.293,3,2,52.04,0,0.8215,0.05,2,1,0,0,2.5639,-0.1775,-0.02882,0.14868,0.1775,0.02882,0.10316,0.07434,13.45170837,0.071576443,0.211906443,0.005586443,1518.486,1513.81395,other
1051,Nc1nc2ccccc2[nH]1,0.565899971,1.1451,133.154,2,2,54.7,0,0.0719,0.05,3,0,0,0,4.4593,-0.19403,0.00715,0.20118,0.19403,-0.00715,0.09344,0.10059,9.941346058,0.043399113,0.187134113,0.000254113,1081.586,,other
1052,Nn1c(Cc2cccs2)nnc1Cc1cccs1,0.743871228,2.2965,276.39,6,1,56.73,4,0.897,0.05,4,2,0,0,4.617,-0.22202,-0.02313,0.19889,0.22202,0.02313,0.122575,0.099445,10.05580974,0.075542414,0.247839914,0.002689914,1803.841,1799.95539,other
1053,O=C(C/N=C\\C=C\\c1ccccc1)O[K],0.575799902,1.3973,227.304,3,0,38.66,4,0.755,0.05,1,0,2,0,9.7675,-0.17852,-0.05851,0.12001,0.17852,0.05851,0.118515,0.060005,16.66527789,0.117038624,0.265556124,0.028526124,1794.961,1790.706575,Schiff bases
1054,O=C(CS)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)CS,0.048569225,0.1482,782.965,19,2,172.59,44,0.3153,0.05,0,2,17,0,3.4567,-0.23332,-0.01511,0.21821,0.23332,0.01511,0.124215,0.109105,9.165482792,0.070708795,0.249476295,0.001046295,7090.881,7069.916178,other
1055,O=C(O[K])C(Cc1c[nH]c2ccccc12)/N=C\\C=C\\c1ccccc1,0.542892761,3.4899,356.466,3,1,54.45,6,0.885,0.05,2,0,2,0,10.5316,-0.15795,-0.05958,0.09837,0.15795,0.05958,0.108765,0.049185,20.33140185,0.120258465,0.253615965,0.036085965,2608.406,2623.31088,other
1056,CCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.377652927,2.591,380.585,8,3,81.24,16,0.8549,0.05,8,0,0,0,1.1634,-0.2087,0.00727,0.21597,0.2087,-0.00727,0.100715,0.107985,9.260545446,0.046967223,0.201674723,0.000244723,3842.763,3850.315875,other
1057,[Br-].c1ccc(CCC[n+]2ccn(CCc3ccccc3)c2)cc1,0.539835439,0.6551,371.322,1,0,8.81,7,0.904,0.05,2,0,0,0,2.4361,-0.04484,-0.00458,0.04026,0.04484,0.00458,0.02471,0.02013,49.67709886,0.015166023,0.049941023,0.000521023,2102.904,2103.66874,other
1058,[Br-].c1ccc(CCn2cc[n+](Cc3ccccc3)c2)cc1,0.580158262,0.0706,343.268,1,0,8.81,5,0.826,0.05,2,0,0,0,2.4579,-0.1161,-0.00893,0.10717,0.1161,0.00893,0.062515,0.053585,18.66193898,0.036466597,0.125774097,0.000744097,2456.331,2454.639234,other
1059,O=c1[nH]c2ccccc2nc1/C=C/c1ccccc1,0.7570681,3.0935,248.285,2,1,45.75,2,0.88,0.05,2,0,1,0,2.1147,-0.21169,-0.07536,0.13633,0.21169,0.07536,0.143525,0.068165,14.67028534,0.151099726,0.328707226,0.041657226,1950.939,,Thiophenes
1060,O=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12,0.403203132,2.5895,240.218,3,1,76,1,0.663,0.05,2,0,3,0,8.5878,-0.23123,-0.08879,0.14244,0.23123,0.08879,0.16001,0.07122,14.04099972,0.179747263,0.375367263,0.055347263,1490.554,,other
1061,O=C1c2ccccc2NC(c2cc([N+](=O)[O-])ccc2O)N1/N=C/c1cc([N+](=O)[O-])ccc1O,0.301481298,3.5148,449.379,9,3,171.44,5,0.465,0.05,5,0,7,0,8.4252,-0.24012,-0.0979,0.14222,0.24012,0.0979,0.16901,0.07111,14.06271973,0.200846436,0.405411436,0.067391436,3584.189,3580.488285,other
1062,Oc1ccccc1CNCCNCc1ccccc1O,0.581985719,1.9772,272.348,4,4,64.52,7,0.15,0.05,2,0,2,0,4.8859,-0.20328,-0.00408,0.1992,0.20328,0.00408,0.10368,0.0996,10.04016064,0.053963566,0.207443566,8.36E-05,2851.208,2849.929296,other
1063,C/C(=N\c1cccc(O)c1)c1ccc(O)cc1O,0.709836492,2.9441,243.262,4,3,73.05,2,0.793,0.05,1,0,3,0,2.5579,-0.21334,-0.04179,0.17155,0.21334,0.04179,0.127565,0.085775,11.65840863,0.094857646,0.265310146,0.010180146,2123.669,2119.846221,other
1064,C/C(=N\c1ccccn1)c1ccc(O)cc1O,0.776347529,2.6335,228.251,4,2,65.71,2,0.786,0.05,2,0,2,0,3.6894,-0.2147,-0.04939,0.16531,0.2147,0.04939,0.132045,0.082655,12.09848164,0.105473849,0.278846349,0.014756349,1908.088,,other
1065,CCCCCCCCNc1nc(NCCCN(C)C)nc(NCCCN(C)C)n1,0.319052089,3.3712,408.639,8,3,81.24,18,0.8733,0.05,8,0,0,0,1.3977,-0.20786,0.00354,0.2114,0.20786,-0.00354,0.10216,0.1057,9.460737938,0.049369279,0.204379279,5.93E-05,4239.715,4241.489312,Triazines
1066,O=C(O[K])C(Cc1c[nH]cn1)/N=C\\C=C\\c1ccccc1,0.652647325,1.7317,307.394,4,1,67.34,6,0.876,0.05,3,0,2,0,12.8448,-0.1639,-0.06088,0.10302,0.1639,0.06088,0.11239,0.05151,19.41370608,0.122612232,0.260757232,0.035977232,1652.277,1631.17836,other
1067,N1C2C=CC=CC=2N(CC2C=CC(=CC=2)OC)C=1C1=CC=C(C=C1)OC,0.523178944,4.7688,344.414,4,0,36.28,5,0.9,0.05,2,0,2,0,5.0019,-0.20781,-0.01622,0.19159,0.20781,0.01622,0.112015,0.095795,10.43895819,0.065490684,0.225403184,0.001373184,2861.609,2863.040138,other
1068,O=C1C2C(=CC=CC=2)S(=O)(=O)N1CC#C,0.647425695,0.4643,221.237,3,0,54.45,1,0.8114,0.05,1,1,3,0,3.1942,-0.27254,-0.07474,0.1978,0.27254,0.07474,0.17364,0.0989,10.11122346,0.152430989,0.375520989,0.028240989,2114.547,2116.050976,other
1069,CCCCCCCCCCCCCCCCC1=NCCN1CCNCCNCC[N+](CCC(=O)c1ccccc1)(CCC(=O)c1ccccc1)C(Cl)c1ccccc1,0.020655321,11.0515,813.636,6,2,73.8,34,0.982,0.03,5,0,2,0,9.0393,-0.06002,-0.04127,0.01875,0.06002,0.04127,0.050645,0.009375,106.6666667,0.136795521,0.192128021,0.090838021,7993.341,8004.023923,Quinolines
1070,CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.540203252,4.57127,339.439,3,2,53.11,4,0.798,0.021,3,1,0,0,6.5982,-0.18804,-0.04883,0.13921,0.18804,0.04883,0.118435,0.069605,14.366784,0.100760356,0.253997856,0.017127856,3036.682,3030.22203,Schiff bases
1071,CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)s2)cc1,0.551442682,4.43217,321.449,3,2,53.11,4,0.858,0.021,3,1,0,0,5.831,-0.18509,-0.03919,0.1459,0.18509,0.03919,0.11214,0.07295,13.70801919,0.086191772,0.234806772,0.010526772,2696.476,2689.73519,other
1072,CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.540203252,4.57127,339.439,3,2,53.11,4,0.773,0.017,3,1,0,0,6.5982,-0.18804,-0.04883,0.13921,0.18804,0.04883,0.118435,0.069605,14.366784,0.100760356,0.253997856,0.017127856,3036.682,3030.22203,Schiff bases
1073,CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)s2)cc1,0.551442682,4.43217,321.449,3,2,53.11,4,0.839,0.017,3,1,0,0,5.831,-0.18509,-0.03919,0.1459,0.18509,0.03919,0.11214,0.07295,13.70801919,0.086191772,0.234806772,0.010526772,2696.476,2689.73519,Schiff bases
1074,CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)c(F)c3)s2)cc1,0.540203252,4.57127,339.439,3,2,53.11,4,0.746,0.013,3,1,0,0,6.5982,-0.18804,-0.04883,0.13921,0.18804,0.04883,0.118435,0.069605,14.366784,0.100760356,0.253997856,0.017127856,3036.682,3030.22203,Triazines
1075,CN(C)c1ccc(-c2ccc(-c3ccc(C(=N)N)cc3)s2)cc1,0.551442682,4.43217,321.449,3,2,53.11,4,0.823,0.013,3,1,0,0,5.831,-0.18509,-0.03919,0.1459,0.18509,0.03919,0.11214,0.07295,13.70801919,0.086191772,0.234806772,0.010526772,2696.476,2689.73519,Triazines
1076,[Br-].c1ccc(OCCC[n+]2ccccn2)cc1,0.513808763,-1.1578,295.18,2,0,26,5,0.75,0.01,2,0,1,0,9.6946,-0.06484,-0.03074,0.0341,0.06484,0.03074,0.04779,0.01705,58.65102639,0.066976073,0.123291073,0.027711073,2008.029,2008.248996,other
1077,[N-]=[N+]=NCc1cc(CN2CCCCC2)c(O)c2ncccc12,0.529683573,3.7366,297.362,4,1,85.12,4,0.71,0.01,5,0,1,0,2.3484,-0.20199,-0.06608,0.13591,0.20199,0.06608,0.134035,0.067955,14.71562063,0.132185867,0.300198367,0.032128367,2960.297,2959.89827,other
1078,[N-]=[N+]=NCc1cc(CN2CCOCC2)c(O)c2ncccc12,0.533034306,2.5829,299.334,5,1,94.35,4,0.84,0.01,5,0,2,0,3.8689,-0.20418,-0.06883,0.13535,0.20418,0.06883,0.136505,0.067675,14.77650536,0.137669856,0.308012356,0.035002356,2390.547,2396.445855,other
1079,C(=N/c1ccc(-c2ccc(/N=C/c3ccsc3)cc2)cc1)\c1ccsc1,0.337684219,6.9778,372.518,4,0,24.72,5,0.6264,0.01,2,2,0,0,2.7399,-0.20319,-0.0516,0.15159,0.20319,0.0516,0.127395,0.075795,13.19348242,0.107061719,0.272354219,0.017564219,2771.299,2764.83266,other
1080,C(=N/c1ccc2sc3ccc(/N=C/c4cccs4)cc3c2c1)\c1cccs1,0.275418237,7.6787,402.569,5,0,24.72,4,0.5803,0.01,2,3,0,0,3.1962,-0.19412,-0.06019,0.13393,0.19412,0.06019,0.127155,0.066965,14.93317405,0.120722721,0.281360221,0.027050221,3159.028,3151.446522,other
1081,C(COc1nc(OCCOCC2CO2)nc(OCCOCC2CO2)n1)OCC1CO1,0.214860338,-0.7458,429.426,12,0,131.64,18,0.74,0.01,3,0,9,0,3.7029,-0.25506,-0.03092,0.22414,0.25506,0.03092,0.14299,0.11207,8.922994557,0.091220398,0.290245398,0.004265398,2893.268,2891.665469,other
1082,C/C(=N/c1ccc(-c2ccc(N)cc2)cc1)c1c(O)oc(C)cc1=O,0.558566383,4.04372,334.375,5,2,88.82,3,0.4959,0.01,2,0,3,0,3.7638,-0.19277,-0.03928,0.15349,0.19277,0.03928,0.116025,0.076745,13.03016483,0.087704741,0.242102241,0.010052241,3273.845,3280.39296,other
1083,C/C(=N\c1ccccc1)c1c(O)cc(C)oc1=O,0.824744796,2.79452,243.262,4,1,62.8,2,0.685,0.01,1,0,3,0,6.1406,-0.20661,-0.05192,0.15469,0.20661,0.05192,0.129265,0.077345,12.92908397,0.108018878,0.275956378,0.017426378,1715.474,1714.85211,other
1084,C/C(=N\c1ccccc1Cl)c1c(O)cc(C)oc1=O,0.855317811,3.44792,277.707,4,1,62.8,2,0.708,0.01,1,0,3,0,6.8236,-0.21278,-0.0548,0.15798,0.21278,0.0548,0.13379,0.07899,12.65983036,0.113303988,0.286588988,0.019008988,1734.202,1736.354704,other
1085,C[N+](C)(CCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.052807208,5.8006,914.548,2,0,24.72,22,0.7047,0.01,4,0,0,0,,,,,,,,,,,,,,,other
1086,C[N+](C)(CCCCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.034835049,7.361,970.656,2,0,24.72,26,0.7769,0.01,4,0,0,0,,,,,,,,,,,,,,,pyridazines
1087,C[N+](C)(CCCCCCCCCCCCBr)c1ccc(/C=N/c2ccc(/N=C/c3ccc([N+](C)(C)CCCCCCCCCCCCBr)cc3)cc2)cc1.[Br-].[Br-],0.027626814,8.9214,1026.764,2,0,24.72,30,0.8224,0.01,4,0,0,0,,,,,,,,,,,,,,,other
1088,C=C(C)n1c(=O)n(Cc2ccc(O)c3ncccc23)c2ccccc21,0.623885059,3.5957,331.375,5,1,60.05,3,0.893,0.01,3,0,2,0,2.7851,-0.2027,-0.05833,0.14437,0.2027,0.05833,0.130515,0.072185,13.85329362,0.117989646,0.284597146,0.023567146,2460.148,2461.3779,other
1089,C=CCSc1nc2ccccc2[nH]1,0.595229684,2.841,190.271,2,1,28.68,3,0.91,0.01,2,1,0,0,1.9084,-0.20589,-0.00949,0.1964,0.20589,0.00949,0.10769,0.0982,10.18329939,0.059048554,0.215838554,0.000458554,1590.832,1594.157887,other
1090,c1cc(N(CC2CO2)CC2CO2)ccc1Oc1ccc(N(CC2CO2)CC2CO2)cc1,0.485520706,2.6869,424.497,7,0,65.83,12,0.868,0.01,2,0,5,0,0.9879,-0.18532,-0.01457,0.17075,0.18532,0.01457,0.099945,0.085375,11.71303075,0.05850075,0.20113325,0.00124325,4023.277,4026.376424,Thiophenes
1091,c1ccc(-c2ccccc2OCC2CO2)c(OCC2CO2)c1,0.737235113,2.9088,298.338,4,0,43.52,7,0.909,0.01,0,0,4,0,2.1263,-0.22034,-0.01695,0.20339,0.22034,0.01695,0.118645,0.101695,9.833325139,0.069210069,0.238702569,0.001412569,2569.153,2565.73794,Epoxy
1092,c1ccc(-c2nnc(-c3ccccn3)c3c2[nH]c2ccccc23)nc1,0.527576502,4.2351,323.359,4,1,67.35,2,0.505,0.01,5,0,0,0,2.4171,-0.21061,-0.0697,0.14091,0.21061,0.0697,0.140155,0.070455,14.19345682,0.139404045,0.314786545,0.034476545,2821.681,2824.082688,other
1093,c1ccc(N(CC2CO2)CC2CO2)cc1,0.678032221,1.2906,205.257,3,0,28.3,5,0.948,0.01,1,0,2,0,0.9751,-0.19562,0.00082,0.19644,0.19562,-0.00082,0.0974,0.09822,10.18122582,0.048293423,0.194803423,3.42E-06,1582.548,,Pyranes
1094,c1ccc2[nH]c(SCCCCCCCCCCCCSc3nc4ccccc4[nH]3)nc2c1,0.136790235,8.2246,466.72,4,2,57.36,15,0.92,0.01,4,2,0,0,2.914,-0.20502,-0.01467,0.19035,0.20502,0.01467,0.109845,0.095175,10.50696086,0.063388096,0.220820596,0.001130596,4596.634,4609.031358,Pyranes
1095,c1ccc2[nH]c(SCCCCCCSc3nc4ccccc4[nH]3)nc2c1,0.280082683,5.884,382.558,4,2,57.36,9,0.85,0.01,4,2,0,0,2.85,-0.20539,-0.00963,0.19576,0.20539,0.00963,0.10751,0.09788,10.21659174,0.059043728,0.215493728,0.000473728,2932.59,2926.794936,other
1096,c1ccc2[nH]c(SCSc3nc4ccccc4[nH]3)nc2c1,0.436026139,4.2811,312.423,4,2,57.36,4,0.922,0.01,4,2,0,0,2.5222,-0.20816,-0.02128,0.18688,0.20816,0.02128,0.11472,0.09344,10.70205479,0.070423151,0.231863151,0.002423151,2234.088,2235.875187,other
1097,c1ccc2c(c1)OCCOc1ccccc1-c1nnc-2s1,0.635027937,3.6433,296.351,5,0,44.24,0,0.932,0.01,2,1,2,0,3.0078,-0.22797,-0.06955,0.15842,0.22797,0.06955,0.14876,0.07921,12.6246686,0.139689039,0.328054039,0.030534039,2517.048,2522.02716,other
1098,c1ccc2c(c1)OCCOCCOc1ccccc1-c1nnc-2s1,0.625012759,3.6599,340.404,6,0,53.47,0,0.939,0.01,2,1,3,0,4.1296,-0.22488,-0.05013,0.17475,0.22488,0.05013,0.137505,0.087375,11.44492132,0.10819814,0.28939064,0.01438064,2610.295,2611.93704,Quinolines
1099,c1ccc2c(c1)OCCOCCOCCOc1ccccc1-c1nnc-2s1,0.589240935,3.6765,384.457,7,0,62.7,0,0.953,0.01,2,1,4,0,2.358,-0.23168,-0.04916,0.18252,0.23168,0.04916,0.14042,0.09126,10.95770327,0.108030771,0.294080771,0.013240771,3408.853,3416.850468,Benzimidazoles
1100,c1ccc2c(c1)OCCOCCOCCOCCOc1ccccc1-c1nnc-2s1,0.540671571,3.6931,428.51,8,0,71.93,0,0.98,0.01,2,1,5,0,4.953,-0.23141,-0.05163,0.17978,0.23141,0.05163,0.14152,0.08989,11.12470798,0.111402327,0.297867327,0.014827327,3802.948,3807.173256,Epoxy
1101,c1ccc2c(c1)OCCOCCOCCOCCOCCOc1ccccc1-c1nnc-2s1,0.489912417,3.7097,472.563,9,0,81.16,0,0.991,0.01,2,1,6,0,6.8565,-0.21405,-0.04212,0.17193,0.21405,0.04212,0.128085,0.085965,11.63264119,0.095421202,0.266488702,0.010318702,3833.293,3826.954926,Epoxy
1102,CC(=O)C(/N=N/c1ccccc1)=N\c1ccc(Br)cc1,0.450683946,4.852,330.185,3,0,54.15,3,0.8958,0.01,3,0,1,0,3.8358,-0.22508,-0.109,0.11608,0.22508,0.109,0.16704,0.05804,17.2294969,0.240371826,0.436431826,0.102351826,2459.898,2452.23044,other
1103,CC(=O)C(/N=N/c1ccccc1)=N\c1ccc(C)cc1,0.460770699,4.39792,265.316,3,0,54.15,3,0.8988,0.01,3,0,1,0,2.4528,-0.21601,-0.10069,0.11532,0.21601,0.10069,0.15835,0.05766,17.34304544,0.217436026,0.404616026,0.087916026,2264.847,2269.992188,Epoxy
1104,CC(=O)C(/N=N/c1ccccc1)=N\c1ccc(Cl)cc1,0.456223236,4.7429,285.734,3,0,54.15,3,0.8079,0.01,3,0,1,0,3.4896,-0.22687,-0.11033,0.11654,0.22687,0.11033,0.1686,0.05827,17.16148962,0.243915909,0.441650909,0.104450909,2256.222,2259.211942,other
1105,CC(=O)C(/N=N/c1ccccc1)=N\c1ccccc1,0.46018745,4.0895,251.289,3,0,54.15,3,0.8974,0.01,3,0,1,0,2.4957,-0.22379,-0.10166,0.12213,0.22379,0.10166,0.162725,0.061065,16.37599279,0.216813442,0.410070942,0.084620942,2039.873,2035.104585,other
1106,CC(C)(C)OC(=O)NCc1ccc(O)c2ncccc12,0.882795609,2.9651,274.32,4,2,71.45,2,0.887,0.01,2,0,3,0,2.1164,-0.21224,-0.05922,0.15302,0.21224,0.05922,0.13573,0.07651,13.0701869,0.120393628,0.294378628,0.022918628,2464.068,2458.24389,Benzimidazoles
1107,CC(C)(c1ccc(OC(=S)SCC2CO2)cc1)c1ccc(OC(=S)SCC2CO2)cc1,0.348316717,5.6039,492.709,8,0,43.52,8,0.94,0.01,0,4,4,0,9.547,-0.21367,-0.08194,0.13173,0.21367,0.08194,0.147805,0.065865,15.18257041,0.165841631,0.346579131,0.050969131,4481.993,4471.693624,other
1108,CC(C)N(C(=S)NCc1ccccc1)C(C)C,0.826316693,3.1799,250.411,1,1,15.27,4,0.92,0.01,2,1,0,0,4.5879,-0.19432,-0.02742,0.1669,0.19432,0.02742,0.11087,0.08345,11.98322349,0.073649832,0.226244832,0.004504832,2387.935,2388.64468,other
1109,CC(O)(O)c1[nH]/c(=N/N=C\c2ccc([N+](=O)[O-])cc2)sc1-c1ccc(Cl)cc1,0.25396668,3.3969,418.862,7,3,124.11,5,0.6552,0.01,4,1,4,0,5.8307,-0.2014,-0.09178,0.10962,0.2014,0.09178,0.14659,0.05481,18.24484583,0.196028353,0.370023353,0.076843353,3321.05,3324.371115,other
1110,CC(O)(O)c1[nH]/c(=N/N=C\c2ccc(Cl)cc2)sc1-c1ccc(Cl)cc1,0.344608358,4.1421,408.31,5,3,80.97,4,0.8035,0.01,3,1,2,0,,,,,,,,,,,,,3036.911,3036.65228,other
1111,Cc1cc(C)cc(NC(=O)Cn2c(-c3ccc(Cl)cc3)nc3ccccc32)c1,0.492567582,5.61224,389.886,3,1,46.92,4,0.87,0.01,3,0,1,0,3.6199,-0.2174,-0.03812,0.17928,0.2174,0.03812,0.12776,0.08964,11.15573405,0.09104539,0.26362539,0.00810539,3505.128,3503.010274,other
1112,Cc1cc(C)n(CC(=O)N/N=C/c2ccc(Cl)cc2)n1,0.693701966,2.30364,290.754,4,1,59.28,4,0.794,0.01,4,0,1,0,2.3223,-0.22465,-0.05898,0.16567,0.22465,0.05898,0.141815,0.082835,12.07219171,0.121394907,0.304627407,0.020997407,2617.148,2610.513996,other
1113,Cc1cc(C)n(CC(=O)N/N=C/c2ccccc2)n1,0.667637259,1.65024,256.309,4,1,59.28,4,0.519,0.01,4,0,1,0,1.9376,-0.21374,-0.04359,0.17015,0.21374,0.04359,0.128665,0.085075,11.75433441,0.097294635,0.268497135,0.011167135,2236.79,2242.027392,other
1114,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0.804736707,1.36602,253.283,5,2,98.22,3,0.7473,0.01,3,1,3,0,6.669,-0.22582,-0.02522,0.2006,0.22582,0.02522,0.12552,0.1003,9.970089731,0.07854073,0.25421073,0.00317073,2033.936,2036.145925,other
1115,Cc1cc(O)c(C(=O)/C=C/c2ccc(N(C)C)cc2)c(=O)o1,0.693869236,2.61592,299.326,5,1,70.75,4,0.836,0.01,1,0,4,0,7.0395,-0.18956,-0.05211,0.13745,0.18956,0.05211,0.120835,0.068725,14.55074573,0.106228427,0.261425927,0.019755927,2133.051,2130.196885,other
1116,Cc1cc(O)c(C(=O)/C=C/c2cccc3cccnc23)c(=O)o1,0.593800404,3.09812,307.305,5,1,80.4,3,0.711,0.01,1,0,4,0,7.7577,-0.21988,-0.07373,0.14615,0.21988,0.07373,0.146805,0.073075,13.68457065,0.147462936,0.330805436,0.037195436,2525.508,2530.888747,Quinolines
1117,Cc1cc2nc(-c3ccc(Br)cc3)n(Cc3ccc(O)c4ncccc34)c2cc1C,0.341201529,6.38474,458.359,4,1,50.94,3,0.87,0.01,3,0,1,0,3.7218,-0.20745,-0.06794,0.13951,0.20745,0.06794,0.137695,0.069755,14.3358899,0.135903613,0.308476113,0.033086113,3013.494,3023.345688,other
1118,Cc1ccc(/C=C/C(=O)c2ccc(OCC(=O)O)cc2)cc1,0.655569504,3.35452,296.322,3,1,63.6,6,0.7153,0.01,0,0,4,0,2.9127,-0.22417,-0.05773,0.16644,0.22417,0.05773,0.14095,0.08322,12.01634223,0.11936375,0.30192375,0.02002375,2785.381,2779.395123,other
1119,Cc1ccc(/C=N\N=c2\[nH]c(C(C)(O)O)c(-c3ccc(Cl)cc3)s2)cc1,0.361340888,3.79712,387.892,5,3,80.97,4,0.6168,0.01,3,1,2,0,5.4567,-0.18011,-0.03396,0.14615,0.18011,0.03396,0.107035,0.073075,13.68457065,0.078388582,0.221961082,0.007891082,3001.613,3003.846967,other
1120,Cc1ccc(C=NNC(=S)Nc2ccccc2)cc1,0.509671564,3.31552,269.373,2,2,36.42,3,0.8081,0.01,3,1,0,0,5.3785,-0.20789,-0.0574,0.15049,0.20789,0.0574,0.132645,0.075245,13.2899196,0.116916048,0.287183548,0.021893548,2565.133,2559.941163,other
1121,Cc1ccc(C2=NNC(c3ccc(OCC(=O)O)cc3)C2)cc1,0.890573972,2.89712,310.353,4,2,70.92,5,0.64,0.01,2,0,3,0,1.8092,-0.1833,-0.02263,0.16067,0.1833,0.02263,0.102965,0.080335,12.44787453,0.065984883,0.209117383,0.003187383,2455.063,2451.06648,Benzimidazoles
1122,Cc1ccc(-c2nc3ccccc3c(=O)n2C)cc1,0.665275802,2.90892,250.301,3,0,34.89,1,0.8624,0.01,2,0,1,0,3.2289,-0.22142,-0.03795,0.18347,0.22142,0.03795,0.129685,0.091735,10.90096474,0.091667298,0.267219798,0.007849798,1994.726,1998.529797,Pyrazole
1123,Cc1ccc(C2Nc3ccccc3SC2=O)cc1,0.840443782,3.78052,255.342,3,1,29.1,1,0.88,0.01,1,1,1,0,3.9783,-0.2067,-0.03966,0.16704,0.2067,0.03966,0.12318,0.08352,11.97318008,0.090836401,0.255776401,0.009416401,2101.014,2094.76796,Pyrazole
1124,Cc1ccc(N2C(=O)C=CC2=O)cc1,0.623426465,1.42442,187.198,2,0,37.38,1,0.89,0.01,1,0,2,0,0.4913,-0.22987,-0.09866,0.13121,0.22987,0.09866,0.164265,0.065605,15.24274064,0.205647361,0.402714861,0.074184861,1266.677,,other
1125,Cc1ccc(NC(=O)Cn2c(-c3ccc(Cl)cc3)nc3ccccc32)cc1,0.525476715,5.30382,375.859,3,1,46.92,4,0.86,0.01,3,0,1,0,2.9926,-0.21942,-0.04057,0.17885,0.21942,0.04057,0.129995,0.089425,11.18255521,0.094485323,0.269192823,0.009202823,3339.704,3332.832738,Pyranes
1126,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0.817330737,1.22952,270.339,6,2,97.97,3,0.6287,0.01,4,2,2,0,6.6299,-0.22739,-0.03991,0.18748,0.22739,0.03991,0.13365,0.09374,10.66780457,0.095275883,0.275795883,0.008495883,2182.109,2186.25502,Pyranes
1127,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0.824195904,1.67444,267.31,5,2,98.22,3,0.6511,0.01,3,1,3,0,4.4415,-0.21959,-0.01837,0.20122,0.21959,0.01837,0.11898,0.10061,9.939369844,0.070352054,0.239637054,0.001677054,1829.436,1831.077129,Benzimidazoles
1128,CCCCCC[N+](C)(C)CCNCc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Br-],0.114326601,3.8418,741.449,4,1,55.4,17,0.924,0.01,2,1,3,0,22.8297,-0.02977,-0.00549,0.02428,0.02977,0.00549,0.01763,0.01214,82.3723229,0.012801355,0.036501355,0.001241355,4544.52,4545.218656,other
1129,CCCCCC[N+](C)(C)CCNCc1ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Br-],0.13866625,2.5712,641.435,4,1,55.4,15,0.838,0.01,2,1,3,0,16.8917,-0.0516,-0.00412,0.04748,0.0516,0.00412,0.02786,0.02374,42.12299916,0.016347506,0.056077506,0.000357506,3470.092,3464.34858,other
1130,CCCCCCC[n+]1ccccn1.[I-],0.387476388,-0.6565,306.191,1,0,16.77,6,0.845,0.01,2,0,0,0,,,,,,,,,,,,,,,other
